time,wrist_pos,wrist_vel,elbow_pos,elbow_vel,wrist_tau,elbow_tau,M11_wrist,M22_elbow
1.090000,0.790122,-2.765369,-0.234313,1.569691,20.000000,0.000000,1.333000,4.053737
1.095000,0.777433,-2.537782,-0.227048,1.452836,20.000000,0.000000,1.333000,4.073517
1.100000,0.765923,-2.301998,-0.220389,1.331921,20.000000,0.000000,1.333000,4.091433
1.105000,0.752364,-2.711868,-0.212719,1.533873,-20.000000,0.000000,1.333000,4.107486
1.110000,0.736702,-3.132346,-0.204015,1.740969,-20.000000,0.000000,1.333000,4.126151
1.115000,0.720234,-3.293583,-0.194923,1.818289,-3.900088,0.000000,1.333000,4.147377
1.120000,0.704997,-3.047482,-0.186464,1.691863,20.000000,0.000000,1.333000,4.169303
1.125000,0.691044,-2.790525,-0.178664,1.560045,20.000000,0.000000,1.333000,4.189227
1.130000,0.678428,-2.523291,-0.171548,1.423124,20.000000,0.000000,1.333000,4.207162
1.135000,0.666311,-2.423423,-0.164698,1.369920,10.189524,0.000000,1.333000,4.223121
1.140000,0.651955,-2.871185,-0.156746,1.590523,-20.000000,0.000000,1.333000,4.238215
1.145000,0.635299,-3.331034,-0.147661,1.817035,-20.000000,0.000000,1.333000,4.255799
1.150000,0.620061,-3.047765,-0.139301,1.671857,20.000000,0.000000,1.333000,4.275788
1.155000,0.606300,-2.752133,-0.131699,1.520527,20.000000,0.000000,1.333000,4.293686
1.160000,0.594075,-2.445007,-0.124881,1.363479,20.000000,0.000000,1.333000,4.309524
1.165000,0.579472,-2.920526,-0.116892,1.597781,-20.000000,0.000000,1.333000,4.323333
1.170000,0.562429,-3.408688,-0.107701,1.838289,-20.000000,0.000000,1.333000,4.339503
1.175000,0.546976,-3.090515,-0.099323,1.675515,20.000000,0.000000,1.333000,4.357925
1.180000,0.533183,-2.758575,-0.091794,1.505881,20.000000,0.000000,1.333000,4.374202
1.185000,0.521113,-2.414047,-0.085144,1.329974,20.000000,0.000000,1.333000,4.388387
1.190000,0.506528,-2.917121,-0.077255,1.577890,-20.000000,0.000000,1.333000,4.400531
1.195000,0.489363,-3.432823,-0.068095,1.832021,-20.000000,0.000000,1.333000,4.414869
1.200000,0.473767,-3.119300,-0.059737,1.671441,18.017568,0.000000,1.333000,4.431265
1.205000,0.460029,-2.747594,-0.052328,1.481780,20.000000,0.000000,1.333000,4.445712
1.210000,0.448216,-2.362496,-0.045901,1.285436,20.000000,0.000000,1.333000,4.458079
1.215000,0.433756,-2.892109,-0.038169,1.546461,-20.000000,0.000000,1.333000,4.468443
1.220000,0.416587,-3.433782,-0.029102,1.813434,-20.000000,0.000000,1.333000,4.480787
1.225000,0.397954,-3.726680,-0.019322,1.955937,-8.994438,0.000000,1.333000,4.494951
1.230000,0.381351,-3.320596,-0.010578,1.748894,20.000000,0.000000,1.333000,4.509712
1.235000,0.366862,-2.897808,-0.002910,1.533499,20.000000,0.000000,1.333000,4.522326
1.240000,0.354560,-2.460382,0.003644,1.310788,20.000000,0.000000,1.333000,4.532915
1.245000,0.339457,-3.020485,0.011578,1.586843,-19.914796,0.000000,1.333000,4.541599
1.250000,0.321488,-3.593799,0.020925,1.869437,-20.000000,0.000000,1.333000,4.551871
1.255000,0.305795,-3.138734,0.029114,1.637778,20.000000,0.000000,1.333000,4.563532
1.260000,0.292455,-2.668004,0.036106,1.398278,20.000000,0.000000,1.333000,4.573216
1.265000,0.281534,-2.184103,0.041866,1.152185,20.000000,0.000000,1.333000,4.581078
1.270000,0.267715,-2.763720,0.049056,1.437845,-20.000000,0.000000,1.333000,4.587261
1.275000,0.250957,-3.351668,0.057694,1.727619,-20.000000,0.000000,1.333000,4.594755
1.280000,0.231212,-3.949043,0.067804,2.022055,-20.000000,0.000000,1.333000,4.603350
1.285000,0.213992,-3.444062,0.076630,1.765258,20.000000,0.000000,1.333000,4.612779
1.290000,0.199375,-2.923345,0.084133,1.500570,20.000000,0.000000,1.333000,4.620382
1.295000,0.187426,-2.389833,0.090281,1.229463,20.000000,0.000000,1.333000,4.626381
1.300000,0.172488,-2.987462,0.097900,1.523908,-20.000000,0.000000,1.333000,4.630974
1.305000,0.154536,-3.590445,0.107005,1.820989,-20.000000,0.000000,1.333000,4.636321
1.310000,0.135208,-3.865663,0.116776,1.954143,-8.514104,0.000000,1.333000,4.642166
1.315000,0.118675,-3.306495,0.125126,1.670059,20.000000,0.000000,1.333000,4.647747
1.320000,0.104997,-2.735653,0.132027,1.380105,20.000000,0.000000,1.333000,4.651933
1.325000,0.094217,-2.156028,0.137455,1.085730,20.000000,0.000000,1.333000,4.654986
1.330000,0.080440,-2.755474,0.144360,1.380867,-20.000000,0.000000,1.333000,4.657130
1.335000,0.063660,-3.355874,0.152742,1.676447,-20.000000,0.000000,1.333000,4.659533
1.340000,0.043879,-3.956212,0.162602,1.971957,-20.000000,0.000000,1.333000,4.661949
1.345000,0.027095,-3.356928,0.170940,1.667607,20.000000,0.000000,1.333000,4.664075
1.350000,0.013341,-2.750683,0.177738,1.359735,20.000000,0.000000,1.333000,4.665266
1.355000,0.002642,-2.139914,0.182986,1.049568,20.000000,0.000000,1.333000,4.665822
1.360000,-0.010996,-2.727580,0.189679,1.338591,-20.000000,0.000000,1.333000,4.665993
1.365000,-0.027556,-3.311982,0.197809,1.625949,-20.000000,0.000000,1.333000,4.665879
1.370000,-0.047012,-3.891188,0.207362,1.910666,-20.000000,0.000000,1.333000,4.665241
1.375000,-0.063339,-3.265350,0.215326,1.592806,20.000000,0.000000,1.333000,4.663790
1.380000,-0.076532,-2.638547,0.221698,1.274422,20.000000,0.000000,1.333000,4.661990
1.385000,-0.086593,-2.012176,0.226479,0.956223,20.000000,0.000000,1.333000,4.660146
1.390000,-0.099466,-2.574736,0.232642,1.232470,-20.000000,0.000000,1.333000,4.658506
1.395000,-0.115120,-3.130752,0.240169,1.505406,-20.000000,0.000000,1.333000,4.656115
1.400000,-0.133509,-3.677830,0.249038,1.773822,-20.000000,0.000000,1.333000,4.652762
1.405000,-0.148725,-3.043177,0.256294,1.451309,20.000000,0.000000,1.333000,4.648202
1.410000,-0.160790,-2.412950,0.261949,1.130977,20.000000,0.000000,1.333000,4.643922
