time,B1_0,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B2_0,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15
0.016000000,0.541201860,0.000000000,0.840892708,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.840892708,0.000000000,0.541201860,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,-0.415712126,0.000000000,0.909496250,-0.840892708,0.000000000,1.000000000,0.000000000,0.000000000,-0.909496250,0.000000000,-0.415712126,-0.541201860,0.000000000,0.000000000,0.000000000,1.000000000
0.017000000,0.541314219,0.000000000,0.840820383,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.840820383,0.000000000,0.541314219,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,-0.415657720,0.000000000,0.909521115,-0.840820383,0.000000000,1.000000000,0.000000000,0.000000000,-0.909521115,0.000000000,-0.415657720,-0.541314219,0.000000000,0.000000000,0.000000000,1.000000000
0.018000000,0.541433168,0.000000000,0.840743793,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.840743793,0.000000000,0.541433168,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,-0.415600098,0.000000000,0.909547447,-0.840743793,0.000000000,1.000000000,0.000000000,0.000000000,-0.909547447,0.000000000,-0.415600098,-0.541433168,0.000000000,0.000000000,0.000000000,1.000000000
0.019000000,0.541558701,0.000000000,0.840662937,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.840662937,0.000000000,0.541558701,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,-0.415539257,0.000000000,0.909575245,-0.840662937,0.000000000,1.000000000,0.000000000,0.000000000,-0.909575245,0.000000000,-0.415539257,-0.541558701,0.000000000,0.000000000,0.000000000,1.000000000
0.020000000,0.541690816,0.000000000,0.840577813,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.840577813,0.000000000,0.541690816,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,-0.415475193,0.000000000,0.909604510,-0.840577813,0.000000000,1.000000000,0.000000000,0.000000000,-0.909604510,0.000000000,-0.415475193,-0.541690816,0.000000000,0.000000000,0.000000000,1.000000000
0.021000000,0.541829508,0.000000000,0.840488420,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.840488420,0.000000000,0.541829508,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,-0.415407903,0.000000000,0.909635242,-0.840488420,0.000000000,1.000000000,0.000000000,0.000000000,-0.909635242,0.000000000,-0.415407903,-0.541829508,0.000000000,0.000000000,0.000000000,1.000000000
0.022000000,0.541974773,0.000000000,0.840394756,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.840394756,0.000000000,0.541974773,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,-0.415337385,0.000000000,0.909667443,-0.840394756,0.000000000,1.000000000,0.000000000,0.000000000,-0.909667443,0.000000000,-0.415337385,-0.541974773,0.000000000,0.000000000,0.000000000,1.000000000
0.023000000,0.542126608,0.000000000,0.840296817,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.840296817,0.000000000,0.542126608,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,-0.415263634,0.000000000,0.909701113,-0.840296817,0.000000000,1.000000000,0.000000000,0.000000000,-0.909701113,0.000000000,-0.415263634,-0.542126608,0.000000000,0.000000000,0.000000000,1.000000000
0.024000000,0.542285007,0.000000000,0.840194603,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.840194603,0.000000000,0.542285007,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,-0.415186647,0.000000000,0.909736252,-0.840194603,0.000000000,1.000000000,0.000000000,0.000000000,-0.909736252,0.000000000,-0.415186647,-0.542285007,0.000000000,0.000000000,0.000000000,1.000000000
0.025000000,0.542449965,0.000000000,0.840088112,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.840088112,0.000000000,0.542449965,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,-0.415106421,0.000000000,0.909772861,-0.840088112,0.000000000,1.000000000,0.000000000,0.000000000,-0.909772861,0.000000000,-0.415106421,-0.542449965,0.000000000,0.000000000,0.000000000,1.000000000
0.026000000,0.542621479,0.000000000,0.839977339,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.839977339,0.000000000,0.542621479,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,-0.415022951,0.000000000,0.909810942,-0.839977339,0.000000000,1.000000000,0.000000000,0.000000000,-0.909810942,0.000000000,-0.415022951,-0.542621479,0.000000000,0.000000000,0.000000000,1.000000000
0.027000000,0.542799542,0.000000000,0.839862285,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.839862285,0.000000000,0.542799542,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,-0.414936233,0.000000000,0.909850495,-0.839862285,0.000000000,1.000000000,0.000000000,0.000000000,-0.909850495,0.000000000,-0.414936233,-0.542799542,0.000000000,0.000000000,0.000000000,1.000000000
0.028000000,0.542984149,0.000000000,0.839742945,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.839742945,0.000000000,0.542984149,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,-0.414846264,0.000000000,0.909891520,-0.839742945,0.000000000,1.000000000,0.000000000,0.000000000,-0.909891520,0.000000000,-0.414846264,-0.542984149,0.000000000,0.000000000,0.000000000,1.000000000
0.029000000,0.543175295,0.000000000,0.839619318,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.839619318,0.000000000,0.543175295,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,-0.414753038,0.000000000,0.909934018,-0.839619318,0.000000000,1.000000000,0.000000000,0.000000000,-0.909934018,0.000000000,-0.414753038,-0.543175295,0.000000000,0.000000000,0.000000000,1.000000000
0.030000000,0.543372974,0.000000000,0.839491400,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.839491400,0.000000000,0.543372974,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,-0.414656551,0.000000000,0.909977991,-0.839491400,0.000000000,1.000000000,0.000000000,0.000000000,-0.909977991,0.000000000,-0.414656551,-0.543372974,0.000000000,0.000000000,0.000000000,1.000000000
0.031000000,0.543577181,0.000000000,0.839359189,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.839359189,0.000000000,0.543577181,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,-0.414556798,0.000000000,0.910023440,-0.839359189,0.000000000,1.000000000,0.000000000,0.000000000,-0.910023440,0.000000000,-0.414556798,-0.543577181,0.000000000,0.000000000,0.000000000,1.000000000
0.032000000,0.543787908,0.000000000,0.839222683,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.839222683,0.000000000,0.543787908,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,-0.414453775,0.000000000,0.910070364,-0.839222683,0.000000000,1.000000000,0.000000000,0.000000000,-0.910070364,0.000000000,-0.414453775,-0.543787908,0.000000000,0.000000000,0.000000000,1.000000000
